================================================================================
Spectrum 0
================================================================================

Spectrum Information:
--------------------------------------------------------------------------------
Precursor m/z: 797.8930
Precursor charge: 2+
Ground truth: SHIDEPDKQEIQR
Ground truth (normalized): SHIDEPDKQEIQR

Beam Search Results:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 267
Used for reranking: 267

Candidate Statistics:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 267 (26.7%)
Database matches: 111 (11.1%)
Prosit predictions: 156 (15.6%)
Failed: 0 (0.0%)

Ground Truth Analysis:
--------------------------------------------------------------------------------
Ground truth found: ✓
Rank in beam search: 1/1000
Rank by similarity: 1/1000
Similarity: 0.8714
Source: Database
Passed mass check: ✓

All 1000 Candidates (sorted by similarity):
------------------------------------------------------------------------------------------------------------------------
Rank  Peptide                  Similarity  Source      BeamScore   Mass        Pass    Correct
------------------------------------------------------------------------------------------------------------------------
1     SHLDEPDKQELQR            0.8714      Database    -0.0176     1593.7747   ✓       ✓
2     SHLDEPDKQELQR            0.8714      Database    -4.6958     1593.7747   ✓       ✓
3     SHLDEPDKQELQR            0.8714      Database    -5.5669     1593.7747   ✓       ✓
4     SHLDEPDKQELQR            0.8714      Database    -7.7702     1593.7747   ✓       ✓
5     SHLDEPDKQELQR            0.8714      Database    -8.3468     1593.7747   ✓       ✓
6     SHLDEPDKQELQR            0.8714      Database    -9.1716     1593.7747   ✓       ✓
7     SHLDEPDKQELQR            0.8714      Database    -10.2451    1593.7747   ✓       ✓
8     SHLDEPDKQELQR            0.8714      Database    -10.7801    1593.7747   ✓       ✓
9     SHLDEPDKQELQR            0.8714      Database    -10.8929    1593.7747   ✓       ✓
10    SHLDEPDKQELQR            0.8714      Database    -10.9375    1593.7747   ✓       ✓
11    SHLDEPDKQELQR            0.8714      Database    -11.4639    1593.7747   ✓       ✓
12    SHLDEPDKQELQR            0.8714      Database    -12.4484    1593.7747   ✓       ✓
13    SHLDEPDKQELQR            0.8714      Database    -12.9586    1593.7747   ✓       ✓
14    SHLDEPDKQELQR            0.8714      Database    -13.0118    1593.7747   ✓       ✓
15    SHLDEPDKQELQR            0.8714      Database    -13.0250    1593.7747   ✓       ✓
16    SHLDEPDKQELQR            0.8714      Database    -13.1561    1593.7747   ✓       ✓
17    SHLDEPDKQELQR            0.8714      Database    -13.3194    1593.7747   ✓       ✓
18    SHLDEPDKQELQR            0.8714      Database    -13.8498    1593.7747   ✓       ✓
